timestamp,symbol,timeframe,index,f_body_size_pct,f_upper_wick_pct,f_lower_wick_pct,f_range_pct,f_close_position_in_range,f_bullish_candle,f_bearish_candle,f_ema20_distance_pct,f_ema20_slope,f_ema50_distance_pct,f_ema50_slope,f_ema100_distance_pct,f_ema100_slope,f_ema200_distance_pct,f_ema200_slope,f_ema20_vs_50,f_ema50_vs_100,f_ema100_vs_200,f_ema_alignment,f_rsi,f_rsi_distance_from_50,f_macd,f_macd_signal,f_macd_histogram,f_macd_histogram_slope,f_adx,f_atr,f_atr_pct,f_bb_position,f_bb_width,f_atr_percentile,f_structure_bias,f_last_bos_direction,f_last_bos_age,f_last_choch_direction,f_last_choch_age,f_bullish_fvg_present,f_bearish_fvg_present,f_nearest_bullish_fvg_distance_pct,f_nearest_bearish_fvg_distance_pct,f_bullish_ob_present,f_bearish_ob_present,f_nearest_bullish_ob_distance_pct,f_nearest_bearish_ob_distance_pct,f_demand_present,f_supply_present,f_buy_side_liquidity_distance_pct,f_sell_side_liquidity_distance_pct,f_liquidity_sweep_direction,f_liquidity_sweep_age,f_premium_discount_state,f_distance_from_equilibrium_pct,f_htf_1d_bias,f_htf_4h_bias,f_htf_1h_bias,f_htf_30m_bias,f_entry_15m_bias,f_mtf_alignment_score,f_higher_timeframe_bias,f_setup_bias,f_entry_bias,f_market_state_code,f_strategy_score,f_strategy_direction,f_strategy_state_code,f_cond_htf_alignment,f_cond_structure_confirmation,f_cond_liquidity_confirmation,f_cond_ob_confirmation,f_cond_fvg_confirmation,f_cond_entry_confirmation,f_rr_candidate,f_volatility_filter_state,f_hour_utc,f_day_of_week,f_day_of_month,f_month,y_return_5,y_return_10,y_return_20,y_return_40,y_direction,y_mfe_5,y_mae_5,y_mfe_10,y_mae_10,y_mfe_20,y_mae_20,y_mfe_40,y_mae_40,y_strategy_outcome,y_future_R,y_multiclass_outcome
2026-08-10T02:15:00+00:00,PAXGUSD,15m,80,0.1457287594550249,0.03007101385578109,0.01850523929587985,0.19430501260668584,0.8452380952381752,1,0,-0.0959184914527634,-3.0682109395229418,-0.31346762953610247,-2.3383495773468894,,,,,-0.0021754913808333903,,,,42.99137235706056,-7.008627642939437,-8.066110464501435,-7.276102260334518,-0.7900082041669165,2.0328585878860634,42.20717329254925,7.236692623315593,0.16739591088144137,0.375865649859446,0.010068548465972278,1.0,-1,-1,5,-1,20,1,1,0.16539057620690117,-0.37820082810944583,0,1,,-0.19893132243065056,0,1,,,,,1,0.12491036524717321,0,1,1,0,-1,40,1,0,-1,-1,66,0,0,1,1,0,0,1,1,1.4367,2,2,0,10,8,-0.001503550692789896,0.001549813791029543,0.00527399319932439,-0.0010640512595129336,UP,0.00020818394207851684,0.003261548425898166,0.0016192084383891189,0.003261548425898166,0.0062917813605976765,0.003261548425898166,0.006615623048275416,0.003261548425898166,NO_SETUP,,NO_SETUP
2026-08-10T02:45:00+00:00,PAXGUSD,15m,82,0.16239038648911983,0.01391917598476904,0.025518489305441556,0.20182805177933041,0.12643678160923985,0,1,-0.33091665095063266,-2.818648864325951,-0.5643562934184586,-2.2774999366429256,,,,,-0.0023343964246782594,,,,34.551993499656234,-15.448006500343766,-8.089021323048655,-7.522156492478703,-0.5668648305699522,1.1650643512002867,40.92805226900669,7.484699251736367,0.17363474346347066,0.13865796343018652,0.009542605000358986,1.0,-1,-1,7,-1,22,0,1,,-0.6692803786015741,0,1,,-0.4894910221314771,0,1,,,,,-1,-0.07771539924835183,0,1,1,0,-1,60,1,0,-1,-1,61,0,0,1,1,0,0,1,0,1.8094,2,2,0,10,8,0.0028766297035214667,0.0034333967429126507,0.008165916577738555,0.003015821463369368,UP,0.0029462255834454176,0.00037117802626092974,0.004523732195054053,0.00037117802626092974,0.009534635549575338,0.00037117802626092974,0.009534635549575338,0.00037117802626092974,NO_SETUP,,NO_SETUP
2026-08-10T03:15:00+00:00,PAXGUSD,15m,84,0.18058899796258987,0.018521948508987356,0.004630487127241575,0.20374143359881883,0.9090909090908903,1,0,-0.09179505134653967,-3.2012068934736817,-0.3293188635703661,-2.496146615871112,,,,,-0.0023752381222382642,,,,43.59214892653188,-6.407851073468123,-7.502508545011551,-7.6204725685326435,0.11796402352109236,0.5353161215278774,38.92370308136758,7.301092722160464,0.16903807932395962,0.39471930032905006,0.009468736693253491,0.9722222222222222,-1,-1,9,-1,24,0,1,,-0.4688368216336359,0,1,,-0.2894054454528617,0,1,,,,,1,0.1215502870902019,0,1,1,0,-1,60,1,0,-1,-1,61,0,0,1,1,0,0,1,0,1.8076,2,3,0,10,8,0.0007177255047231811,0.004491572513428539,0.006200222263382049,0.00173643267271717,UP,0.001967957029079459,0.0011344693461751334,0.005579736988331257,0.0011344693461751334,0.007524541581774403,0.0011344693461751334,0.007524541581774403,0.0011344693461751334,NO_SETUP,,NO_SETUP
2026-08-10T03:45:00+00:00,PAXGUSD,15m,86,0.02315994256334244,0.02315994256334244,0.020843948307020837,0.06716383343370572,0.6551724137931684,1,0,-0.09931451194916617,-1.4939584774247123,-0.33297854182924785,-1.827161870322925,,,,,-0.0023366402988008166,,,,42.93262918443468,-7.067370815565319,-6.622811533657114,-7.339001521831376,0.7161899881742624,1.2274183159111134,35.378854912238126,6.842064643087431,0.158461824148581,0.39595173024783464,0.009073035209998925,0.8648648648648649,-1,-1,11,-1,26,1,1,0.07897540414101542,-0.5014127564963554,0,1,,-0.3219232016304515,0,1,,,,,1,0.025475936819685113,0,1,1,0,-1,60,1,0,-1,-1,53,0,0,1,1,0,0,1,0,1.371,1,3,0,10,8,0.0018296354625039687,0.005002547593681841,0.0046319885126684885,-0.001621195979433971,UP,0.0028486729352911627,0.0008105979897169855,0.005905785353652323,0.0008105979897169855,0.007851220528973003,0.0008105979897169855,0.007851220528973003,0.0018991152901940381,NO_SETUP,,NO_SETUP
2026-08-10T04:15:00+00:00,PAXGUSD,15m,88,0.04161945940944929,0.06474138130361817,0.03699507503064496,0.14335591574371243,0.548387096774151,1,0,0.057005713164954806,-0.1050317695016929,-0.153672429228599,-1.217999096747917,,,,,-0.002106781423935538,,,,49.81073849706415,-0.18926150293584953,-4.852821341535673,-6.587863110481111,1.7350417689454378,1.3253475703146274,31.159799899914113,6.939331248376395,0.16045067512257846,0.6466067868232332,0.007278366994755161,0.8552631578947368,1,-1,13,1,0,1,1,0.10982912899720225,-0.3364239635598553,0,1,,-0.15722906888020954,0,1,,,,,1,0.1895997595320081,0,1,1,0,-1,40,1,0,0,0,58,0,0,1,1,0,0,1,1,1.1653,1,4,0,10,8,0.002104094892367538,0.0055492612545954825,0.0030520936900276835,0.00300584984623922,UP,0.002358436033203248,0.0011329741728131602,0.005872968161113678,0.0011329741728131602,0.006196675067631664,0.0011329741728131602,0.006196675067631664,0.0035376540498044517,NO_SETUP,,NO_SETUP
2026-08-10T04:45:00+00:00,PAXGUSD,15m,90,0.17090858700172168,0.006928726500073488,0.0,0.17783731350179516,0.961038961038941,1,0,0.15417719838386496,0.9493957623808456,-0.030701775117785324,-0.6881260404816203,,,,,-0.001848789735016503,,,,54.22348138828832,4.22348138828832,-3.2202112781733376,-5.548331245072033,2.3281199668986954,1.0586080904430721,27.749591155537228,7.004831535589864,0.16178187296387508,0.8295401322958844,0.006922613728920607,0.8846153846153846,1,-1,15,1,2,1,1,0.22287403575224135,-0.2228740357522203,0,1,,-0.04388193450043042,0,1,,,,,1,0.24135063975240928,0,1,1,0,-1,40,1,0,0,0,55,0,0,1,1,0,0,1,1,1.1655,1,4,0,10,8,0.0020555221950204713,0.003718416555037058,0.0004272714675041467,0.0011778835050116527,UP,0.0031179269250311793,0.0014781283200149071,0.004734629775047346,0.0014781283200149071,0.005057970345050495,0.0014781283200149071,0.005057970345050495,0.004665342510046611,NO_SETUP,,NO_SETUP
2026-08-10T05:15:00+00:00,PAXGUSD,15m,92,0.011559624543394832,0.027743098904164418,0.034678873630184494,0.07398159707774374,0.4687499999998934,0,1,0.04246805402922619,1.141342109341167,-0.12253389056307337,-0.48350273863707116,,,,,-0.0016500194459229955,,,,50.11159471411747,0.1115947141174729,-2.22235062166601,-4.421692325604472,2.1993417039384617,0.3693342092008427,25.18263735095074,6.653145558748468,0.15381572938337423,0.7517118366878807,0.0057580232366649135,0.8,1,-1,17,1,4,1,1,0.12137605770564572,-0.32482544966939897,0,1,,-0.1456512692467791,0,1,,,,,1,0.07398159707770169,0,1,1,0,-1,40,1,0,0,0,55,0,0,1,1,0,0,1,1,1.2959,1,5,0,10,8,0.004785684560965628,0.004716326813705218,0.0020807324178110697,0.0029361446340224555,UP,0.004947519304573114,0.0004623849817357933,0.006080362509825723,0.0004623849817357933,0.006080362509825723,0.0004623849817357933,0.006080362509825723,0.0036528413557125987,NO_SETUP,,NO_SETUP
2026-08-10T05:45:00+00:00,PAXGUSD,15m,94,0.10141520306090779,0.10832987599686114,0.05531738348775264,0.26506246254552157,0.5913043478261027,1,0,0.292847932096855,2.5247721121822906,0.17207819580844344,0.21780466148902633,,,,,-0.0012076973628841157,,,,60.70236560318936,10.702365603189357,0.044137365051938104,-3.007410395009877,3.051547760061815,0.7443337861300274,26.015593056331472,7.334089793002554,0.1690427740054984,1.0789128144759739,0.0073549931738697335,0.975609756097561,1,1,0,1,6,1,1,0.2108975245470805,-0.17632415986722988,1,1,0.26506246254552157,-0.3710874475637386,1,1,,,,,1,0.37800212049969195,0,1,1,0,-1,45,1,0,1,0,53,0,0,1,1,0,0,1,1,2.5334,1,5,0,10,8,0.0006914672935970128,0.0017010095422484671,-0.0026506246254552157,0.002212695339510315,UP,0.002696722445028308,0.0014751302263404198,0.0030194071820401633,0.0014751302263404198,0.0030194071820401633,0.002765869174388051,0.0030194071820401633,0.006684183838104457,NO_SETUP,,NO_SETUP
2026-08-10T06:15:00+00:00,PAXGUSD,15m,96,0.020509747891400146,0.0345669908282251,0.10623588514542524,0.1613126238650505,0.7857142857142857,1,0,0.2561607698926029,3.7270810260715734,0.17644314756989984,0.913936559873946,,,,,-0.0007971762232270305,,,,61.30256638485754,11.302566384857542,1.791071401863519,-1.4067331730912838,3.1978045749548025,0.5922246126382369,27.558181499855902,7.394189668456308,0.17039659096779067,0.9514765274459862,0.008451648998916785,0.9761904761904762,1,1,1,1,8,1,1,0.22929437249386803,-0.15785592478223637,1,1,0.2834493247914291,-0.3525833064479212,1,1,,,,,1,0.13942019634049116,0,1,1,0,-1,45,1,0,1,0,53,0,0,1,1,0,0,1,1,6.9544,1,6,0,10,8,0.0022583767341107486,-0.00036871456883427533,-0.002871364704797907,0.0026040466423929995,NEUTRAL,0.002511868000184483,0.0005300271926992839,0.0028344932479145006,0.001221367009263786,0.0028344932479145006,0.0044015301654605375,0.0033184311195097356,0.006867308844540553,NO_SETUP,,NO_SETUP
2026-08-10T06:45:00+00:00,PAXGUSD,15m,98,0.06438409712799265,0.03219204856401724,0.00459886408058883,0.10117500977259873,0.6818181818180973,1,0,0.39360011239517617,4.668653629051732,0.3665948347745873,1.5262443984074707,,,,,-0.00027005277620588896,,,,67.79370214572944,17.79370214572944,4.005066889691079,0.3688515719299351,3.636215317761144,0.4313110050415725,30.29637221472924,7.333255377393477,0.16862322374378524,1.0180564438561164,0.009984913030764396,0.9302325581395349,1,1,0,1,10,1,1,0.12646876221573272,-0.04253949274530028,1,1,0.5012761847823421,-0.13336705833661597,1,1,,,,,1,0.35756168226446394,0,1,1,0,-1,45,1,0,1,0,53,0,0,1,1,0,0,1,1,1.4908,1,6,0,10,8,-0.0009427671365171548,-0.002483386603508766,-0.005288693692657914,-0.0011497160201430247,DOWN,0.0006438409712801357,0.0018625399526315746,0.0006438409712801357,0.003403159419623186,0.0006438409712801357,0.006576375635217976,0.0011267216997402898,0.009036767918324008,NO_SETUP,,NO_SETUP
