timestamp,open,high,low,close,volume,source
2026-02-19T13:45:00+00:00,5003.01,5004.0,5003.01,5004.0,102.0,real_delta_india
2026-02-19T14:00:00+00:00,5002.4,5002.4,4983.6,4986.3,5816.0,real_delta_india
2026-02-19T14:15:00+00:00,4982.3,4988.5,4981.9,4985.5,10680.0,real_delta_india
2026-02-19T14:30:00+00:00,4981.4,4999.6,4971.7,4997.9,15179.0,real_delta_india
2026-02-19T14:45:00+00:00,4998.3,5015.6,4994.3,5011.0,199325.0,real_delta_india
2026-02-19T15:00:00+00:00,5011.6,5014.5,5004.0,5004.39,344347.0,real_delta_india
2026-02-19T15:15:00+00:00,5004.2,5021.8,5001.6,5021.8,287582.0,real_delta_india
2026-02-19T15:30:00+00:00,5021.2,5027.5,5017.6,5020.3,479698.0,real_delta_india
2026-02-19T15:45:00+00:00,5020.6,5020.8,5012.5,5019.7,165213.0,real_delta_india
2026-02-19T16:00:00+00:00,5019.9,5019.9,5006.5,5010.3,213704.0,real_delta_india
2026-02-19T16:15:00+00:00,5010.3,5012.1,4997.5,5003.1,171024.0,real_delta_india
2026-02-19T16:30:00+00:00,5004.1,5015.0,5003.9,5013.4,203186.0,real_delta_india
2026-02-19T16:45:00+00:00,5013.1,5013.5,4997.0,5001.9,202753.0,real_delta_india
2026-02-19T17:00:00+00:00,5001.5,5004.5,4998.0,5002.8,131419.0,real_delta_india
2026-02-19T17:15:00+00:00,5002.9,5007.6,4998.8,4999.7,154075.0,real_delta_india
2026-02-19T17:30:00+00:00,4999.7,5001.8,4992.6,4999.0,160904.0,real_delta_india
2026-02-19T17:45:00+00:00,4998.8,4999.9,4989.1,4991.0,117374.0,real_delta_india
2026-02-19T18:00:00+00:00,4991.0,4994.6,4985.8,4994.0,130232.0,real_delta_india
2026-02-19T18:15:00+00:00,4993.9,4994.9,4982.5,4984.6,61888.0,real_delta_india
2026-02-19T18:30:00+00:00,4984.4,4989.0,4982.1,4982.7,54869.0,real_delta_india
2026-02-19T18:45:00+00:00,4982.7,4990.9,4982.7,4988.0,66952.0,real_delta_india
2026-02-19T19:00:00+00:00,4988.1,4995.9,4987.5,4993.4,55640.0,real_delta_india
2026-02-19T19:15:00+00:00,4993.21,4997.2,4992.4,4995.1,40529.0,real_delta_india
2026-02-19T19:30:00+00:00,4995.1,4995.8,4985.3,4991.7,61034.0,real_delta_india
2026-02-19T19:45:00+00:00,4991.27,4994.6,4988.98,4993.3,22850.0,real_delta_india
2026-02-19T20:00:00+00:00,4994.0,4997.4,4994.0,4996.4,21811.0,real_delta_india
2026-02-19T20:15:00+00:00,4996.3,5002.2,4995.2,5001.2,28344.0,real_delta_india
2026-02-19T20:30:00+00:00,5001.8,5006.0,5001.8,5005.1,21155.0,real_delta_india
2026-02-19T20:45:00+00:00,5004.5,5009.0,5004.5,5007.0,15055.0,real_delta_india
2026-02-19T21:00:00+00:00,5007.6,5009.7,5003.3,5005.0,13653.0,real_delta_india
2026-02-19T21:15:00+00:00,5005.0,5006.0,4998.2,4998.9,21118.0,real_delta_india
2026-02-19T21:30:00+00:00,4999.3,5004.1,4999.3,5004.1,5059.0,real_delta_india
2026-02-19T21:45:00+00:00,5003.9,5004.8,5000.5,5002.7,7579.0,real_delta_india
2026-02-19T22:00:00+00:00,5003.0,5003.9,4999.6,5003.9,3020.0,real_delta_india
2026-02-19T22:15:00+00:00,5004.3,5004.7,5001.7,5003.1,10976.0,real_delta_india
2026-02-19T22:30:00+00:00,5003.3,5005.3,5002.5,5005.3,3739.0,real_delta_india
2026-02-19T22:45:00+00:00,5005.3,5007.4,5005.3,5007.4,3257.0,real_delta_india
2026-02-19T23:00:00+00:00,5008.5,5013.24,5003.0,5006.0,14132.0,real_delta_india
2026-02-19T23:15:00+00:00,5006.3,5010.1,5000.8,5004.4,9980.0,real_delta_india
2026-02-19T23:30:00+00:00,5003.7,5006.8,5002.2,5002.7,7636.0,real_delta_india
2026-02-19T23:45:00+00:00,5004.3,5005.2,4993.0,4994.1,14065.0,real_delta_india
2026-02-20T00:00:00+00:00,4992.8,5001.62,4992.4,4999.8,14048.0,real_delta_india
2026-02-20T00:15:00+00:00,4999.8,5002.4,4995.7,4997.8,9707.0,real_delta_india
2026-02-20T00:30:00+00:00,4998.0,5003.2,4995.5,5000.8,17116.0,real_delta_india
2026-02-20T00:45:00+00:00,5001.0,5012.9,5001.0,5012.5,24161.0,real_delta_india
2026-02-20T01:00:00+00:00,5013.8,5020.7,5013.2,5020.0,47808.0,real_delta_india
