timestamp,symbol,timeframe,index,f_body_size_pct,f_upper_wick_pct,f_lower_wick_pct,f_range_pct,f_close_position_in_range,f_bullish_candle,f_bearish_candle,f_ema20_distance_pct,f_ema20_slope,f_ema50_distance_pct,f_ema50_slope,f_ema100_distance_pct,f_ema100_slope,f_ema200_distance_pct,f_ema200_slope,f_ema20_vs_50,f_ema50_vs_100,f_ema100_vs_200,f_ema_alignment,f_rsi,f_rsi_distance_from_50,f_macd,f_macd_signal,f_macd_histogram,f_macd_histogram_slope,f_adx,f_atr,f_atr_pct,f_bb_position,f_bb_width,f_atr_percentile,f_structure_bias,f_last_bos_direction,f_last_bos_age,f_last_choch_direction,f_last_choch_age,f_bullish_fvg_present,f_bearish_fvg_present,f_nearest_bullish_fvg_distance_pct,f_nearest_bearish_fvg_distance_pct,f_bullish_ob_present,f_bearish_ob_present,f_nearest_bullish_ob_distance_pct,f_nearest_bearish_ob_distance_pct,f_demand_present,f_supply_present,f_buy_side_liquidity_distance_pct,f_sell_side_liquidity_distance_pct,f_liquidity_sweep_direction,f_liquidity_sweep_age,f_premium_discount_state,f_distance_from_equilibrium_pct,f_htf_1d_bias,f_htf_4h_bias,f_htf_1h_bias,f_htf_30m_bias,f_entry_15m_bias,f_mtf_alignment_score,f_higher_timeframe_bias,f_setup_bias,f_entry_bias,f_market_state_code,f_hour_utc,f_day_of_week,f_day_of_month,f_month,y_tb_horizon,y_tb_atr_mult,y_return_8,y_mfe_8,y_mae_8,y_direction,y_tb_atr
2026-02-20T12:15:00+00:00,PAXGUSD,15m,90,0.1832596310903912,0.011951715071119952,0.005975857535559976,0.20118720369707113,0.029702970297046643,0,1,-0.17759897191094165,-1.5466698145601185,-0.015600218414880379,0.4868906765268548,,,,,0.0016199875349606127,,,,44.32217449051332,-5.677825509486681,2.9019532339643774,5.167943407181455,-2.2659901732170775,-1.757239132066247,19.358090629967787,8.720444663844168,0.17370711652611784,0.176504889343546,0.006522497634633395,0.7435897435897436,-1,1,13,-1,2,1,0,0.32568423568781035,,1,0,0.048504043663607034,,1,0,-0.1386398948249081,,,,-1,-0.29381299549820544,0,0,0,0,1,25,0,0,1,0,12,4,20,2,8,1.0,0.0064140870881637824,0.007748695271104846,0.0008764591052148593,UP,8.720444663844168
2026-02-20T12:30:00+00:00,PAXGUSD,15m,91,0.23250268272325858,0.007948809665763399,0.09339851357258888,0.3338500059616109,0.976190476190444,1,0,0.05545179693290566,-0.7136536417447132,0.21416004613491924,0.7501498656829426,,,,,0.0015870824920201356,,,,53.46571974237233,3.465719742372329,2.834617562019048,4.701278238148974,-1.8666606761299258,-0.5259519516190947,19.09473442946277,9.297555759283883,0.18476125271817262,0.5281913719038221,0.006345211240392645,0.810126582278481,-1,1,14,-1,3,1,0,0.5633718850602014,,1,0,0.28685266881285326,,1,0,-0.3767735781566718,,,,-1,-0.054648066452066886,0,0,0,0,1,25,0,0,1,0,12,4,20,2,8,1.0,0.006537895950081584,0.006851873931878795,0.0005564166766027149,UP,9.297555759283883
2026-02-20T12:45:00+00:00,PAXGUSD,15m,92,0.007948177880231803,0.027818622580766127,0.055637245161550324,0.09140404562254827,0.6956521739131466,1,0,0.05735789431942685,-0.34092472348402225,0.2133817432841875,0.8462224199693082,,,,,0.0015602384896476066,,,,53.73843916145894,3.738439161458942,2.7814671915539293,4.317316028829965,-1.5358488372760357,0.031086123183431624,18.62043820113475,8.962016062192204,0.17807924456925253,0.5125769124699966,0.0054510782532181095,0.775,-1,1,15,-1,4,1,0,0.5712752851408814,,1,0,0.2947780471327136,,1,0,-0.384691809402706,,,,-1,-0.04669554504630536,0,0,0,0,1,25,0,0,1,0,12,4,20,2,8,1.0,0.006596987640583359,0.00786869610141864,0.0005404760958550759,UP,8.962016062192204
2026-02-20T13:00:00+00:00,PAXGUSD,15m,93,0.05163647918651602,0.041706387035278916,0.033762313314282005,0.12710517953607695,0.6718749999999711,1,0,0.09858716010793421,1.1201157263722052,0.25451948907668576,1.4012725211468933,,,,,0.0015593232896875158,,,,55.56149730299336,5.561497302993359,2.9155349390066476,4.0369598108653015,-1.121424871858654,1.1445653013584236,17.650407769743456,8.7790149148928,0.17435285420425803,0.5860409356182683,0.004733788640270254,0.7530864197530864,-1,1,16,-1,5,1,0,0.622616777883688,,1,0,0.34626231331427554,,1,0,-0.4361296472831276,,,,1,0.09930092151253357,0,0,0,0,1,40,0,0,0,0,13,4,20,2,8,1.0,-0.00035748331744522204,0.008023514458214281,0.006375119161105707,UP,8.7790149148928
2026-02-20T13:15:00+00:00,PAXGUSD,15m,94,0.0865182362979655,0.04365599079256911,0.004762471722819815,0.13493669881335443,0.6764705882351958,1,0,0.16452936860334974,1.6991523238602895,0.3244094186381632,1.6286735987496286,,,,,0.0015988005003481343,,,,58.41253716559096,8.412537165590962,3.322391038133901,3.8940460563190213,-0.5716550181851203,1.2950056579448055,16.66505959497132,8.637656706686185,0.17140248257106372,0.7405368365967273,0.004505102677865423,0.6829268292682927,-1,1,17,-1,6,1,0,0.09921816089216971,,1,0,0.42931698218042263,,1,0,-0.519109417787829,,,,1,0.1825614160415706,0,0,0,0,1,40,0,0,0,0,13,4,20,2,8,1.0,-0.0004564035401038363,0.007183394848593231,0.0072032384807713765,DOWN,8.637656706686185
2026-02-20T13:30:00+00:00,PAXGUSD,15m,95,0.04760487950014155,0.01785182981254857,0.1828820787464099,0.2483387880591,0.9281150159744672,1,0,0.18648509469173413,2.3849473406353354,0.35157841830442815,1.913823653701911,,,,,0.0016509332361269403,,,,59.80124585590969,9.801245855909691,3.7708123005486414,3.8693993051649453,-0.09858700461630399,1.4372618326597317,15.900263203567217,8.914966941922852,0.17683163625751963,0.8009290521868551,0.004524540589526878,0.7590361445783133,-1,1,18,-1,7,1,0,0.7468015471585766,,1,0,0.4707924228900245,,1,0,-0.560547456114256,,,,1,0.22413964097985267,0,0,0,0,1,40,0,0,0,0,13,4,20,2,8,1.0,0.002975304968759298,0.006763859962312876,0.00761678072002373,UP,8.914966941922852
2026-02-20T13:45:00+00:00,PAXGUSD,15m,96,0.2729808319981046,0.07516863489803141,0.0019781219710079284,0.3501275888671439,0.7853107344632754,1,0,0.4152466811623459,4.072095212954991,0.5991446259204849,2.627007039831369,,,,,0.00183897944758139,,,,67.48505009498072,17.48505009498072,5.1800219813521835,4.1315238404023935,1.04849814094979,2.169923012808444,16.28199887358897,9.54246930321413,0.18876168186287914,1.1749715475855453,0.005754665509456553,0.8214285714285714,1,1,19,1,0,1,0,1.017743754079873,,1,0,0.7424880818151398,,1,0,-0.8319981010029157,,,,1,0.49650861472117286,0,0,0,0,1,25,0,0,1,0,13,4,20,2,8,1.0,-0.0003560619547801677,0.0040155876011315214,0.010325796688623785,UP,9.54246930321413
2026-02-20T14:00:00+00:00,PAXGUSD,15m,97,0.00791311400820087,0.06923974757166314,0.10287048210646736,0.18002334368633138,0.5714285714285285,0,1,0.36856962361197104,5.160467097435685,0.5680915141680583,3.131830293170424,,,,,0.0019952189055608715,,,,67.08477986970175,17.084779869701748,6.193163218660629,4.543851716054041,1.6493115026065883,2.2209665207917086,16.636467710037742,9.510864352984575,0.18815138485399466,1.0699388683095694,0.006492209823779896,0.8117647058823529,1,1,0,1,1,1,0,0.17507764743121257,,1,0,0.5924944113632281,,1,0,-0.8241508239529932,,,,1,0.34936398346158887,0,0,0,0,1,25,0,0,1,0,14,4,20,2,8,1.0,0.001721102296781485,0.004095036499238507,0.010247482640606001,UP,9.510864352984575
2026-02-20T14:15:00+00:00,PAXGUSD,15m,98,0.04948143456575094,0.019792573826300373,0.04354366241785722,0.11281767080990852,0.38596491228068214,0,1,0.2888638423373263,5.707089278632338,0.49854250572990927,3.4364643993194477,,,,,0.0020967866339258296,,,,64.50944494823345,14.509444948233451,6.716927285285237,4.978466829900281,1.7384604553849563,1.8370474600012603,16.96561734388303,9.238659756342807,0.18285685528348525,0.9345697809181907,0.0070606108805184075,0.7906976744186046,1,1,1,1,2,1,0,0.12568284379701458,,1,0,0.5433061515319417,,1,0,-0.7750771910379197,,,,1,0.15655925896603307,0,0,0,1,1,25,0,0,1,0,14,4,20,2,8,1.0,0.002216768268545786,0.00459187712770183,0.00975773889636594,UP,9.238659756342807
2026-02-20T14:30:00+00:00,PAXGUSD,15m,99,0.2783755503346501,0.03119385599494437,0.037511598981256764,0.34708100531085123,0.9101251422070572,1,0,0.4875535561605016,6.096890299714687,0.718693480071979,3.6860148150326495,1.018007541805696,,,,0.002311399239114773,0.002993140617337169,,,70.66941778848857,20.669417788488573,8.063842980956906,5.595542060111606,2.4683009208452997,1.4198027798955097,18.23593628053474,9.834469773746887,0.19416141386639724,1.119555342493395,0.008579159041235919,0.8390804597701149,1,1,0,1,3,1,0,0.3761031371542732,,1,0,0.7926793153146147,,1,0,-1.0238692227201946,,,,1,0.40690213421256405,0,0,0,1,1,25,0,0,1,0,14,4,20,2,8,1.0,0.0014412351187536815,0.0027837555033463214,0.012240627035991391,FLAT,9.834469773746887
