timestamp,symbol,timeframe,index,f_body_size_pct,f_upper_wick_pct,f_lower_wick_pct,f_range_pct,f_close_position_in_range,f_bullish_candle,f_bearish_candle,f_ema20_distance_pct,f_ema20_slope,f_ema50_distance_pct,f_ema50_slope,f_ema100_distance_pct,f_ema100_slope,f_ema200_distance_pct,f_ema200_slope,f_ema20_vs_50,f_ema50_vs_100,f_ema100_vs_200,f_ema_alignment,f_rsi,f_rsi_distance_from_50,f_macd,f_macd_signal,f_macd_histogram,f_macd_histogram_slope,f_adx,f_atr,f_atr_pct,f_bb_position,f_bb_width,f_atr_percentile,f_structure_bias,f_last_bos_direction,f_last_bos_age,f_last_choch_direction,f_last_choch_age,f_bullish_fvg_present,f_bearish_fvg_present,f_nearest_bullish_fvg_distance_pct,f_nearest_bearish_fvg_distance_pct,f_bullish_ob_present,f_bearish_ob_present,f_nearest_bullish_ob_distance_pct,f_nearest_bearish_ob_distance_pct,f_demand_present,f_supply_present,f_buy_side_liquidity_distance_pct,f_sell_side_liquidity_distance_pct,f_liquidity_sweep_direction,f_liquidity_sweep_age,f_premium_discount_state,f_distance_from_equilibrium_pct,f_htf_1d_bias,f_htf_4h_bias,f_htf_1h_bias,f_entry_15m_bias,f_mtf_alignment_score,f_higher_timeframe_bias,f_setup_bias,f_entry_bias,f_market_state_code,f_strategy_score,f_strategy_direction,f_strategy_state_code,f_cond_htf_alignment,f_cond_structure_confirmation,f_cond_liquidity_confirmation,f_cond_ob_confirmation,f_cond_fvg_confirmation,f_cond_entry_confirmation,f_rr_candidate,f_volatility_filter_state,f_hour_utc,f_day_of_week,f_day_of_month,f_month,y_return_5,y_return_10,y_return_20,y_return_40,y_direction,y_mfe_5,y_mae_5,y_mfe_10,y_mae_10,y_mfe_20,y_mae_20,y_mfe_40,y_mae_40,y_strategy_outcome,y_future_R,y_multiclass_outcome
2026-08-06T04:00:00+00:00,XAUUSD,15m,80,0.005578380043029127,0.020884348425616317,0.020884348425616317,0.047347076894261764,0.5589094449852426,1,0,-0.07042933442375075,-1.1182339623437656,-0.08700677873886932,-0.49938263794319937,,,,,-0.00016577444315118566,,,,29.807483279706517,-20.192516720293483,-1.2716881141477643,-0.5064677653399732,-0.7652203488077911,0.06852887834155785,31.68243488939714,2.8600367815080596,0.0659271574559558,0.13822189389670092,0.0030451472538668214,0.16176470588235295,1,,,,,0,0,,,0,0,,,0,0,0.22140636493164,-0.02710816087032586,,,-1,-0.09775995769651596,-1,-1,-1,-1,100,-1,-1,0,3,50,0,0,1,0,0,0,0,0,0.1754,0,4,3,6,8,0.0010333833773956606,0.002065383685359089,0.0003141872726724345,0.001586611150259826,UP,0.0013464180922079366,0.0002411151043397646,0.0022922070722334324,0.0002411151043397646,0.0023205599955926207,0.0002411151043397646,0.0023205599955926207,0.0002653188194026754,NO_SETUP,,NO_SETUP
2026-08-06T04:45:00+00:00,XAUUSD,15m,83,0.022002519576480924,0.029121659418509666,0.029121659418509666,0.08024583841350025,0.6370944587998678,1,0,-0.009020009369397008,-0.42884361815322336,-0.02919762825813186,-0.2722107030585903,,,,,-0.0002017761888873485,,,,45.528654612303,-4.471345387696999,-1.127064818470899,-0.8527875006420926,-0.27427731782880627,0.49094303097898484,28.40605785462618,2.904913195689933,0.0669271303205763,0.37162107621465684,0.0031192558536043903,0.352112676056338,1,,,,,0,0,,,0,0,,,0,0,0.16979954898290509,-0.07858700971244338,,,-1,-0.04550259284142528,-1,-1,-1,-1,100,-1,0,0,0,41,0,0,1,0,0,0,0,0,,0,4,3,6,8,0.0012531068479212102,0.0014399554696650917,-0.0005679184372359456,0.000374849207863101,NEUTRAL,0.0015351077271004586,0.0003061921310697309,0.0018044369981465873,0.0003061921310697309,0.0018044369981465873,0.0007801102752458572,0.0018044369981465873,0.0007801102752458572,NO_SETUP,,NO_SETUP
2026-08-06T05:30:00+00:00,XAUUSD,15m,86,0.02661254528276403,0.031055643240877607,0.031055643240877607,0.08872383176451924,0.6499740529320016,1,0,0.057810105069941616,0.5013298372841746,0.04655763169559426,0.11432478455390083,,,,,-0.00011252473374347358,,,,61.655739337435804,11.655739337435804,-0.362045104407116,-0.7341149993391002,0.37206989493198417,0.6463472127607904,26.486460230845864,3.0889060827007593,0.07111042647065988,0.6985581888883233,0.0026335495843972,0.7972972972972973,1,,,,,0,0,,,0,0,,,0,0,0.09130220985420076,-0.1568897025104102,,,1,0.03289734187634048,-1,-1,-1,-1,100,-1,0,0,0,41,0,0,1,0,0,0,0,0,,0,5,3,6,8,0.0008262320503446605,2.394208226137323e-05,-0.001134256147129547,-0.0010552933181331421,NEUTRAL,0.001019380194741187,0.00030019687758415354,0.001019380194741187,0.00030019687758415354,0.001019380194741187,0.0015631417168682938,0.001019380194741187,0.0015631417168682938,NO_SETUP,,NO_SETUP
2026-08-06T06:15:00+00:00,XAUUSD,15m,89,0.01746188408898002,0.02565217491333916,0.025652174913318237,0.06876623391563742,0.6269655403143161,1,0,0.09496633001249452,1.1773485966887165,0.10035727347510351,0.4542385702179672,,,,,5.390943462608997e-05,,,,70.51486359398503,20.514863593985027,0.6188567433873686,-0.20831762628781958,0.8271743696751882,0.45510447474320403,28.976183285149244,3.139476553824243,0.07222816295513615,0.9664756771058874,0.00253570975576074,0.948051948051948,1,,,,,0,0,,,0,0,,,0,0,0.02696354170262527,-0.22106883295256466,,,1,0.09715617458200868,-1,-1,-1,1,75,-1,-1,0,3,55,0,0,1,0,0,0,0,0,3.6013,0,6,3,6,8,-0.000157594079063797,-0.0014033925288902051,-0.0011215637013672725,-0.0019907468118831317,NEUTRAL,0.00037592514626341326,0.00041158512035810896,0.00037592514626341326,0.001710298370454052,0.00037592514626341326,0.0022049367208007696,0.00037592514626341326,0.0022049367208007696,NO_SETUP,,NO_SETUP
2026-08-06T07:00:00+00:00,XAUUSD,15m,92,0.0055438442165969696,0.018954886450120674,0.018954886450099753,0.043453617116817396,0.43620963472713625,0,1,0.07933551218381273,1.232971172085854,0.10011243363824637,0.5640876099505476,,,,,0.00020776921454433635,,,,70.89382048975642,20.893820489756422,1.2886244589071794,0.44869662329274584,0.8399278356144335,0.012753465939245312,32.252821589869335,2.93130502505534,0.06743028385989902,0.8851910686586435,0.0031011229741881273,0.4,1,,,,,0,0,,,0,0,,,0,0,0.014216164837590504,-0.2337846007189873,-1,2,1,0.10988773370406855,-1,-1,1,1,50,-1,0,0,0,66,-1,-1,1,0,1,0,0,1,5.3515,0,7,3,6,8,-0.0010110039556822626,-0.002058353446062631,-0.0005504738261542535,-0.0018225675405850285,DOWN,0.00022336401387213788,0.0013208611407345546,0.00022336401387213788,0.0023019605425513294,0.00022336401387213788,0.0023320951314465986,0.00022336401387213788,0.0023320951314465986,WIN,5.351482869730875,SELL_WIN
2026-08-06T07:45:00+00:00,XAUUSD,15m,95,0.021449977019520835,0.02796322111451377,0.02796322111451377,0.07737641924854838,0.36139202855446656,0,1,0.01693875844887054,0.5418569559806201,0.04232122804108163,0.3421972787473351,,,,,0.0002538246959221109,,,,56.29983014450068,6.299830144500682,1.2195313289685146,0.8592244722179815,0.3603068567505331,-0.4796209788639004,30.264120270510745,2.932964701183169,0.06750217321830365,0.6581826721384746,0.0032960452818672488,0.42168674698795183,1,,,,,0,0,,,0,0,,,0,0,0.07544315951715773,-0.18393585444211735,-1,5,1,0.054234839964065966,-1,-1,1,1,50,-1,0,0,0,66,-1,-1,1,0,1,0,0,1,1.6002,0,7,3,6,8,-0.0012550077756167683,-0.0015426952356425957,0.00039562779502752955,-0.0006135798147431232,DOWN,0.0002987346584907673,0.0015477585349390351,0.0002987346584907673,0.0018336047952207408,0.0006264682129521848,0.0018336047952207408,0.0006349837617690096,0.0018336047952207408,WIN,1.6002038134575616,SELL_WIN
2026-08-06T08:30:00+00:00,XAUUSD,15m,98,0.02671820516310553,0.03130175932469895,0.031301759324719895,0.08932172381252437,0.3504383702940905,0,1,-0.05162435974198018,-0.4066842823594925,-0.03449790936553898,-0.047381266274896916,,,,,0.00017126450376441193,,,,40.337358402553626,-9.662641597446374,0.490910630777762,0.796483769642062,-0.30557313886430004,-0.6658799956148331,26.815643958184296,3.106290979773829,0.07154699973613075,0.35792231628067767,0.0028699684457602344,0.8255813953488372,1,,,,,0,0,,,0,0,,,0,0,0.15344541620397764,-0.10613576671690553,-1,8,-1,-0.02366634121129161,-1,-1,1,1,75,-1,0,0,0,66,0,0,1,0,1,0,0,1,,0,8,3,6,8,-0.0008434660974768252,-0.0001900217177550368,0.0011143334187854635,0.0009102616103843795,NEUTRAL,0.0003072593593757136,0.0010555994332977793,0.0003072593593757136,0.0010555994332977793,0.0014149132268705055,0.0010555994332977793,0.0014149132268705055,0.0010555994332977793,NO_SETUP,,NO_SETUP
2026-08-06T09:15:00+00:00,XAUUSD,15m,101,0.018000538863761482,0.02717366878409442,0.02717366878409442,0.07234787643195033,0.3755973239885444,0,1,-0.09160710623014807,-1.116716282550442,-0.09101386718245791,-0.39889198419950844,-0.08413636341173869,,,,5.932390476901631e-06,6.877503770719226e-05,,,31.14346373056614,-18.85653626943386,-0.4902729936393371,0.3040519980639855,-0.7943249917033226,-0.48875185283902256,28.383139929357505,3.176361619009884,0.07320898946011714,0.07267793235567431,0.002597424806550899,0.9887640449438202,1,,,,,0,0,,,0,0,,,0,0,0.21923319548284928,-0.04051849849230646,-1,11,-1,-0.08936887252784746,-1,-1,1,1,75,-1,0,0,0,46,0,0,1,0,0,0,0,1,,0,9,3,6,8,2.996248466441882e-05,0.001161392001722096,0.0012349153294755884,0.0019627732261689626,NEUTRAL,0.0002671270748155523,0.00039942296864153425,0.0014732323228830698,0.00039942296864153425,0.0020727124968223385,0.00039942296864153425,0.002165135237979393,0.00039942296864153425,NO_SETUP,,NO_SETUP
2026-08-06T10:00:00+00:00,XAUUSD,15m,104,0.0005532540443316122,0.017796338426440475,0.01779633842641951,0.03614593089719159,0.5076530612240178,1,0,-0.08170590942009305,-1.2182329102706717,-0.09702984312549634,-0.5277458974978799,-0.09645487455369352,-0.254289553574381,,,-0.00015323933705403301,5.749685718028276e-06,,,29.068157725489485,-20.931842274510515,-1.1945016305326135,-0.3463319026817613,-0.8481697278508522,-0.053844736147529604,31.049469996315143,2.9590763400017286,0.06821337302627724,0.10184184345015236,0.0030343417013783507,0.40217391304347827,1,,,,,0,0,,,0,0,,,0,0,0.23743819403126906,-0.022360684292249657,-1,14,-1,-0.10755028099544639,-1,-1,1,0,75,-1,0,0,0,46,0,0,1,0,0,0,0,1,,0,10,3,6,8,0.0008676867595472916,0.001914950560988236,0.0007081651767612363,0.0018974308495839825,UP,0.0011724375289738544,0.00020447347388899471,0.002175671529385536,0.00020447347388899471,0.0022547407532233065,0.00020447347388899471,0.0023739208952758524,0.00020447347388899471,NO_SETUP,,NO_SETUP
2026-08-06T10:45:00+00:00,XAUUSD,15m,107,0.019517316260706935,0.026568436421023016,0.026568436421023016,0.07265418910275297,0.6343165239453991,1,0,-0.026087990088072333,-0.6472287584010701,-0.04800873447357399,-0.3606741230350963,-0.05148577136586136,-0.1848379313832993,,,-0.00021920744385501661,-3.477036892287368e-05,,,41.381951765046985,-8.618048234953015,-1.2344069488744935,-0.798537701035555,-0.43586924783893854,0.41230048001191366,29.569389726820994,2.899551646859943,0.06681401004254506,0.30805857434055917,0.003310299230301979,0.28421052631578947,1,,,,,0,0,,,0,0,,,0,0,0.1966709495692792,-0.06302226679225817,-1,17,-1,-0.06680129851217544,-1,-1,-1,-1,100,-1,0,-1,0,46,0,0,1,0,0,0,0,1,,0,10,3,6,8,0.0011602088237625179,0.0016277487847187722,-0.00027789708867086176,0.0007765449326871245,UP,0.001462531361354643,0.0002887272405509694,0.0018461952524300364,0.0002887272405509694,0.0018471169674838589,0.000525838438098574,0.0019662486381660906,0.0006097145079792252,NO_SETUP,,NO_SETUP
